"","SRR9137553_GSM3823667_CON_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137554_GSM3823668_CON_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137555_GSM3823669_CON_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137556_GSM3823670_CON_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137557_GSM3823671_CON_5_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137558_GSM3823672_CON_6_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137559_GSM3823673_CON_7_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137560_GSM3823674_CON_8_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137565_GSM3823679_RIL_1_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137566_GSM3823680_RIL_2_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137567_GSM3823681_RIL_3_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM","SRR9137568_GSM3823682_RIL_4_Mus_musculus_RNA-Seq.fastq.gz.subread.BAM"
"ENSMUSG00000117056",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049202",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002307",22,42,95,51,71,42,34,47,37,25,49,26
"ENSMUSG00000069743",7,5,38,13,14,14,19,25,12,12,16,11
"ENSMUSG00000024135",18,26,38,25,26,21,19,20,22,13,26,23
"ENSMUSG00000078546",1,11,14,12,11,5,15,13,9,2,11,6
"ENSMUSG00000117049",4,6,21,8,6,3,7,10,7,3,13,6
"ENSMUSG00000071267",20,34,72,65,54,45,51,48,42,37,39,48
"ENSMUSG00000053347",26,26,71,52,56,52,68,44,41,39,38,38
"ENSMUSG00000086004",0,0,1,0,0,0,1,1,1,0,0,0
"ENSMUSG00000099397",0,2,10,8,1,0,1,1,0,0,0,0
"ENSMUSG00000117025",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040775",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092147",0,1,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000117234",0,0,2,0,0,0,0,1,1,0,2,0
"ENSMUSG00000063383",1,14,13,3,11,4,11,4,3,4,5,3
"ENSMUSG00000117252",0,1,0,1,1,1,0,1,1,1,1,0
"ENSMUSG00000096433",15,29,43,19,36,21,40,25,21,16,21,13
"ENSMUSG00000045038",29,39,60,52,63,41,62,46,45,20,68,46
"ENSMUSG00000117284",37,49,115,87,60,42,66,75,35,45,50,38
"ENSMUSG00000117164",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117546",0,0,2,0,2,2,1,0,2,0,1,0
"ENSMUSG00000100738",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024308",274,366,577,610,701,311,654,430,523,368,726,468
"ENSMUSG00000033972",19,27,56,36,25,23,37,42,20,14,18,20
"ENSMUSG00000071036",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000117568",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076026",0,0,0,1,0,2,1,0,0,0,0,0
"ENSMUSG00000051390",7,12,27,22,10,6,18,11,9,7,10,6
"ENSMUSG00000101438",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044501",10,16,45,30,11,17,29,23,11,20,22,13
"ENSMUSG00000024140",181,234,366,417,552,249,534,386,365,266,413,307
"ENSMUSG00000117538",0,2,3,0,2,0,0,1,1,1,1,0
"ENSMUSG00000099798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071266",38,51,73,73,74,42,66,46,64,32,60,61
"ENSMUSG00000117058",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037689",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117094",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117457",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117259",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000053375",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024143",55,132,202,150,116,83,132,102,93,34,97,74
"ENSMUSG00000095093",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117628",10,11,39,18,12,10,10,9,18,10,11,5
"ENSMUSG00000024145",3,3,11,3,10,0,6,9,2,2,2,0
"ENSMUSG00000041354",19,18,44,32,15,8,19,23,9,12,17,29
"ENSMUSG00000024146",117,86,208,164,140,116,169,122,102,104,112,117
"ENSMUSG00000094921",0,1,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000087736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117055",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000071035",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117183",1,1,5,1,0,1,5,1,4,0,0,1
"ENSMUSG00000098210",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037104",12,34,67,51,32,26,36,50,16,9,26,21
"ENSMUSG00000098164",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075652",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117333",0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000117384",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023991",33,33,80,74,43,41,56,41,36,39,54,49
"ENSMUSG00000059142",45,50,149,62,76,41,82,105,43,43,53,47
"ENSMUSG00000117002",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024309",15,19,39,36,32,20,30,30,33,7,31,22
"ENSMUSG00000117141",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000085932",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000117603",0,1,2,2,0,0,0,1,0,0,1,0
"ENSMUSG00000090355",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092111",0,0,0,2,0,2,0,0,0,0,2,0
"ENSMUSG00000084288",4,1,13,4,3,10,9,1,2,3,4,3
"ENSMUSG00000094752",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000082492",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093433",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024150",271,359,568,540,576,361,563,466,526,373,488,498
"ENSMUSG00000094928",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000095658",1,0,1,1,0,3,2,0,1,0,4,3
"ENSMUSG00000117308",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000093703",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117334",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000093685",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096429",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085287",3,8,6,8,10,5,7,9,9,4,7,7
"ENSMUSG00000093714",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000021545",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117157",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024312",28,33,81,46,41,32,48,39,37,29,43,38
"ENSMUSG00000067370",0,0,2,0,0,0,0,2,0,0,0,0
"ENSMUSG00000073386",0,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000117266",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002617",4,11,13,8,12,4,11,4,8,4,9,9
"ENSMUSG00000093493",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043939",0,0,0,0,0,0,1,0,0,0,1,1
"ENSMUSG00000091945",0,0,0,0,1,1,1,0,1,0,1,1
"ENSMUSG00000042265",0,0,0,0,1,0,1,2,0,0,0,0
"ENSMUSG00000117318",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000041754",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000008668",190,264,663,475,385,271,437,283,175,153,273,252
"ENSMUSG00000091076",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000036918",22,41,93,83,79,33,70,74,45,28,88,67
"ENSMUSG00000089701",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090966",0,0,0,0,0,0,0,1,0,0,1,1
"ENSMUSG00000089755",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000117159",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096270",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091407",0,0,1,1,0,0,0,0,0,1,0,1
"ENSMUSG00000109027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117154",0,0,2,0,3,0,0,2,0,0,0,0
"ENSMUSG00000117322",1,0,8,2,1,0,1,4,1,4,0,2
"ENSMUSG00000067882",0,0,1,2,1,1,1,0,1,0,0,2
"ENSMUSG00000071256",4,6,25,14,11,6,17,7,5,7,15,5
"ENSMUSG00000115842",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036557",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051682",5,5,2,2,5,3,3,2,3,1,2,4
"ENSMUSG00000062012",1,2,1,1,1,2,2,3,1,1,2,0
"ENSMUSG00000036438",467,685,1416,960,1069,633,1150,842,663,556,818,655
"ENSMUSG00000089427",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117545",2,1,4,4,2,3,5,2,3,0,6,5
"ENSMUSG00000117486",0,0,1,3,2,1,1,0,2,1,2,0
"ENSMUSG00000100847",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117361",0,0,0,0,0,0,3,0,0,0,1,1
"ENSMUSG00000071068",0,1,0,1,0,0,1,1,0,1,1,0
"ENSMUSG00000117414",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024319",19,25,46,33,39,32,37,29,26,22,33,28
"ENSMUSG00000084601",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000067203",6,9,33,33,29,13,24,35,41,12,28,28
"ENSMUSG00000092512",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118084",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045394",3,4,15,11,7,4,4,3,5,3,8,5
"ENSMUSG00000043740",0,2,2,2,1,3,4,4,2,1,1,1
"ENSMUSG00000023992",0,2,0,1,3,1,0,0,1,0,0,1
"ENSMUSG00000023902",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117059",0,0,2,0,2,0,0,0,0,0,0,0
"ENSMUSG00000024151",12,25,55,17,27,32,42,29,18,26,32,13
"ENSMUSG00000050138",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117466",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000093922",0,1,1,0,0,0,1,0,0,1,1,1
"ENSMUSG00000023903",3,8,5,7,1,1,5,3,1,0,6,3
"ENSMUSG00000117455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117522",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117108",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000117258",3,4,5,3,4,3,2,2,2,4,5,3
"ENSMUSG00000023993",1,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000005370",4,24,35,31,25,11,23,29,25,7,18,2
"ENSMUSG00000043782",1,0,4,2,2,2,3,2,2,0,0,0
"ENSMUSG00000061232",1943,2346,7015,5523,2634,3005,6273,4140,1812,3060,1848,2002
"ENSMUSG00000118082",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024325",12,24,29,33,28,24,35,31,12,17,24,20
"ENSMUSG00000092338",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065555",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105964",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041319",19,18,67,26,28,20,19,23,13,16,30,10
"ENSMUSG00000023904",127,120,276,232,244,150,234,146,131,99,166,167
"ENSMUSG00000023905",448,391,1322,678,572,417,585,562,243,134,272,369
"ENSMUSG00000005371",57,66,134,87,90,45,86,69,44,22,47,44
"ENSMUSG00000023906",0,0,1,1,9,0,4,1,1,0,0,1
"ENSMUSG00000058869",1,0,2,3,1,2,1,2,0,0,0,1
"ENSMUSG00000097676",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117369",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118572",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117351",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117497",0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000088791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000119680",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034998",32,70,89,96,57,35,52,41,43,18,61,35
"ENSMUSG00000073422",0,0,4,1,1,0,0,4,1,0,3,0
"ENSMUSG00000092595",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034709",36,41,73,70,70,35,80,47,51,28,53,71
"ENSMUSG00000023994",17,13,37,23,25,13,14,24,8,4,22,8
"ENSMUSG00000103075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024327",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000033855",2,2,6,8,8,1,7,8,6,6,8,2
"ENSMUSG00000043747",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000117398",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040771",12,23,36,53,43,26,54,30,29,13,51,31
"ENSMUSG00000117104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117567",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040694",0,0,0,0,0,1,0,0,0,0,1,0
"ENSMUSG00000024154",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023908",3,0,2,0,1,3,2,0,0,0,0,1
"ENSMUSG00000023995",0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023909",0,3,0,0,1,3,3,0,2,2,2,2
"ENSMUSG00000040680",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024107",0,0,0,1,1,0,0,0,0,1,0,0
"ENSMUSG00000097006",0,1,8,3,0,3,2,5,0,1,0,0
"ENSMUSG00000117566",2,0,3,3,1,2,1,0,0,0,0,2
"ENSMUSG00000032937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117364",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117524",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117511",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066878",45,77,157,84,74,65,93,101,55,52,54,40
"ENSMUSG00000117635",0,0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000043592",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000117019",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077708",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075943",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000110276",0,0,0,1,0,0,0,1,0,0,3,0
"ENSMUSG00000040097",7,22,46,27,24,13,32,34,18,13,25,13
"ENSMUSG00000115692",0,0,0,0,0,0,0,1,1,0,1,0
"ENSMUSG00000086719",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000040490",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076674",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023911",0,1,4,2,1,3,5,6,2,2,2,0
"ENSMUSG00000101012",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117115",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117221",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117198",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092268",0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000039656",59,44,73,74,84,52,67,57,57,47,78,50
"ENSMUSG00000039218",185,491,1021,558,511,302,503,599,388,204,575,236
"ENSMUSG00000117219",0,2,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000092981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055839",212,254,462,379,460,291,425,311,318,231,383,322
"ENSMUSG00000064120",65,44,63,79,67,41,101,45,43,46,56,97
"ENSMUSG00000049620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024114",1,1,0,0,3,0,0,0,3,1,2,0
"ENSMUSG00000048992",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040260",1,2,3,6,5,4,4,0,3,1,4,4
"ENSMUSG00000096445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023999",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000090012",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090227",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096278",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117527",1,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000117400",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000118549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117488",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000118535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117403",3,9,14,12,12,6,8,9,9,5,14,8
"ENSMUSG00000057417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039316",2,9,4,3,10,3,10,7,5,5,7,10
"ENSMUSG00000117117",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000104256",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117138",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117077",1,0,2,0,0,0,0,1,0,1,0,2
"ENSMUSG00000117009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024128",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000010592",0,0,0,0,0,1,0,0,0,0,2,0
"ENSMUSG00000117222",0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000038910",6,16,32,28,15,20,34,20,7,22,16,9
"ENSMUSG00000044645",16,4,22,19,21,6,9,17,7,1,9,3
"ENSMUSG00000024125",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024124",0,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000045027",0,0,7,4,3,7,2,6,4,0,4,0
"ENSMUSG00000117580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002075970",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077184",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095266",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050762",0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000024109",13,19,19,11,32,13,16,21,20,8,22,10
"ENSMUSG00002075452",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073367",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000016946",41,37,167,66,46,50,103,58,26,29,62,35
"ENSMUSG00000093716",0,0,0,0,1,0,2,1,0,0,1,2
"ENSMUSG00000092549",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000090160",0,0,0,0,0,0,1,0,4,0,1,0
"ENSMUSG00002075733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071033",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076576",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117572",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000117649",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043346",0,0,0,0,0,0,0,1,2,0,0,0
"ENSMUSG00000117471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117396",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117629",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000087425",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117417",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000081412",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117555",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023923",8,16,29,29,27,15,21,24,27,10,21,13
"ENSMUSG00000117433",0,0,0,0,1,0,0,1,1,0,2,0
"ENSMUSG00000087942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00002076816",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117168",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117343",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117624",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117204",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098122",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117181",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117354",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117625",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117409",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000117591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117559",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024256",0,0,0,1,0,0,0,0,1,1,1,0
"ENSMUSG00000119213",0,0,0,0,0,1,0,1,1,0,0,0
"ENSMUSG00000117362",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117452",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117368",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117514",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117543",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077433",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117476",2,5,11,2,3,3,13,3,1,0,9,5
"ENSMUSG00000117382",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117586",3,0,7,4,2,1,3,3,0,1,2,3
"ENSMUSG00000055660",38,40,74,60,53,47,46,40,57,24,44,40
"ENSMUSG00000098090",3,0,2,6,1,0,2,1,1,1,2,1
"ENSMUSG00000098121",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066057",0,0,1,5,0,1,0,0,2,1,2,0
"ENSMUSG00002076104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117642",2,1,13,1,5,1,3,7,1,0,1,1
"ENSMUSG00000117653",1,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000117499",3,2,8,5,3,5,7,9,10,8,1,3
"ENSMUSG00000117582",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095193",2,1,3,9,10,8,7,6,4,3,8,7
"ENSMUSG00000065658",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023927",1,1,2,3,2,1,1,1,2,0,4,3
"ENSMUSG00000102973",0,0,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000102212",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103779",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102744",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000103216",0,2,1,0,0,0,0,1,0,1,1,0
"ENSMUSG00000103753",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000103358",0,0,0,0,0,1,0,1,0,0,1,0
"ENSMUSG00000102600",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000103378",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117175",0,0,0,0,0,1,0,0,1,0,1,0
"ENSMUSG00000100150",0,0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000117170",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117076",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000117033",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117035",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000098552",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035580",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000117244",0,0,0,3,0,0,1,1,0,0,1,0
"ENSMUSG00000117194",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117089",2,0,0,1,1,0,0,1,0,0,2,0
"ENSMUSG00000117248",0,0,2,0,0,0,1,0,0,1,1,0
"ENSMUSG00000117241",0,0,5,6,1,2,1,2,0,0,1,1
"ENSMUSG00000024122",59,163,339,212,182,116,171,149,130,86,216,92
"ENSMUSG00000023931",0,0,3,1,0,2,0,0,0,0,0,0
"ENSMUSG00000117111",2,2,2,1,2,0,2,1,0,2,0,0
"ENSMUSG00000117523",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117557",0,0,0,1,0,0,0,0,0,0,0,1
"ENSMUSG00000017831",49,40,81,81,55,36,40,43,26,30,31,32
"ENSMUSG00000117128",0,2,3,0,2,0,0,3,0,2,0,0
"ENSMUSG00000044957",0,3,1,1,0,4,0,3,1,0,0,1
"ENSMUSG00000036820",29,44,110,64,44,41,76,31,31,24,42,65
"ENSMUSG00000000708",116,175,258,213,189,136,243,169,180,147,253,179
"ENSMUSG00000096517",2,1,1,1,1,1,1,0,2,2,1,2
"ENSMUSG00000024121",471,699,2005,1139,1080,767,1136,950,493,435,767,859
"ENSMUSG00000023940",0,1,11,4,4,3,5,6,1,1,9,2
"ENSMUSG00000107430",1,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000107684",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062036",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000117211",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106327",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000105075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104949",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105885",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023122",3,9,8,13,7,9,10,10,21,5,22,11
"ENSMUSG00000021631",19,25,86,43,41,40,46,40,37,23,39,32
